frame_number,timestamp_ms,frame_len,is_udp,is_rpl,is_ack,mac_src,mac_dst,mac_seq_number,mac_pan_id,mac_fcf,mac_frame_type,mac_security,mac_pending,mac_ack_req,mac_pan_id_comp,mac_dst_mode,mac_src_mode,mac_version,ip_src,ip_dst,udp_src_port,udp_dst_port,udp_len,payload_size,payload_hex,icmp_type,rpl_code,rpl_rank,rpl_version,rpl_instance_id,rpl_mop,rpl_dtsn,rpl_flags,rpl_dao_sequence,rpl_dodagid
2180,288064,76,0,1,0,c1:0c:00:00:00:00:00:03,c1:0c:00:00:00:00:00:01,10,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:3,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,18.0,fd00:0:0:0:c30c:0:0:1
2181,288067,5,0,0,1,,,10,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2182,288950,52,1,0,0,c1:0c:00:00:00:00:00:04,c1:0c:00:00:00:00:00:01,157,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,19.0,11.0,69643d34207365713d3931,,,,,,,,,,
2183,288952,5,0,0,1,,,157,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2184,289318,97,0,1,0,c1:0c:00:00:00:00:00:04,00:00:00:00:00:00:ff:ff,158,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:4,ff02::1a,,,,,,155.0,1.0,256.0,241.0,30.0,16.0,19.0,0.0,,fd00:0:0:0:c30c:0:0:1
2185,289347,97,0,1,0,c1:0c:00:00:00:00:00:08,00:00:00:00:00:00:ff:ff,32,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:8,ff02::1a,,,,,,155.0,1.0,1468.0,241.0,30.0,16.0,12.0,0.0,,fd00:0:0:0:c30c:0:0:1
2186,289377,76,0,1,0,c1:0c:00:00:00:00:00:02,c1:0c:00:00:00:00:00:08,92,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:2,fe80::c30c:0:0:8,,,,,,155.0,2.0,,,30.0,,,64.0,10.0,fd00:0:0:0:c30c:0:0:1
2187,289380,5,0,0,1,,,92,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2188,289385,27,0,1,0,c1:0c:00:00:00:00:00:02,00:00:00:00:00:00:ff:ff,93,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:2,ff02::1a,,,,,,155.0,0.0,,,,,,0.0,,
2189,289394,76,0,1,0,c1:0c:00:00:00:00:00:08,c1:0c:00:00:00:00:00:06,33,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:8,fe80::c30c:0:0:6,,,,,,155.0,2.0,,,30.0,,,64.0,34.0,fd00:0:0:0:c30c:0:0:1
2190,289396,5,0,0,1,,,33,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2191,289416,76,0,1,0,c1:0c:00:00:00:00:00:02,c1:0c:00:00:00:00:00:08,92,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:2,fe80::c30c:0:0:8,,,,,,155.0,2.0,,,30.0,,,64.0,10.0,fd00:0:0:0:c30c:0:0:1
2192,289419,5,0,0,1,,,92,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2193,289440,76,0,1,0,c1:0c:00:00:00:00:00:06,c1:0c:00:00:00:00:00:01,146,43981.0,56433,1,0,1,1,1,3,3,1,fe80::c30c:0:0:6,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,66.0,fd00:0:0:0:c30c:0:0:1
2194,289442,5,0,0,1,,,146,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2195,289510,25,0,0,0,c1:0c:00:00:00:00:00:06,00:00:00:00:00:00:ff:ff,147,43981.0,55377,1,0,1,0,1,2,3,1,,,,,,,,,,,,,,,,,
2196,289575,79,1,0,0,c1:0c:00:00:00:00:00:05,c1:0c:00:00:00:00:00:07,254,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,::c30c:0:0:1,6001.0,9001.0,38.0,30.0,4553544f20455320554e20415441515545204553544f20455320554e2000,,,,,,,,,,
2197,289578,5,0,0,1,,,254,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2198,289591,27,0,1,0,c1:0c:00:00:00:00:00:04,00:00:00:00:00:00:ff:ff,159,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:4,ff02::1a,,,,,,155.0,0.0,,,,,,0.0,,
2199,289596,80,1,0,0,c1:0c:00:00:00:00:00:07,c1:0c:00:00:00:00:00:01,138,43981.0,56417,1,0,0,1,1,3,3,1,::c30c:0:0:5,fe80::c30c:0:0:1,6001.0,9001.0,38.0,30.0,4553544f20455320554e20415441515545204553544f20455320554e2000,,,,,,,,,,
2200,289599,5,0,0,1,,,138,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2201,289767,27,0,1,0,c1:0c:00:00:00:00:00:07,00:00:00:00:00:00:ff:ff,139,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:7,ff02::1a,,,,,,155.0,0.0,,,,,,0.0,,
2202,289932,76,0,1,0,c1:0c:00:00:00:00:00:07,c1:0c:00:00:00:00:00:01,140,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:7,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,43.0,fd00:0:0:0:c30c:0:0:1
2203,289934,5,0,0,1,,,140,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2204,291239,52,1,0,0,c1:0c:00:00:00:00:00:04,c1:0c:00:00:00:00:00:01,160,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,19.0,11.0,69643d34207365713d3932,,,,,,,,,,
2205,291241,5,0,0,1,,,160,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2206,291556,52,1,0,0,c1:0c:00:00:00:00:00:03,c1:0c:00:00:00:00:00:01,11,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,19.0,11.0,69643d33207365713d3432,,,,,,,,,,
2207,291558,5,0,0,1,,,11,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2208,291659,97,0,1,0,c1:0c:00:00:00:00:00:06,00:00:00:00:00:00:ff:ff,148,43981.0,55377,1,0,1,0,1,2,3,1,fe80::c30c:0:0:6,ff02::1a,,,,,,155.0,1.0,256.0,241.0,30.0,16.0,19.0,0.0,,fd00:0:0:0:c30c:0:0:1
2209,291808,97,0,1,0,c1:0c:00:00:00:00:00:07,00:00:00:00:00:00:ff:ff,141,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:7,ff02::1a,,,,,,155.0,1.0,256.0,241.0,30.0,16.0,25.0,0.0,,fd00:0:0:0:c30c:0:0:1
2210,292098,97,0,1,0,c1:0c:00:00:00:00:00:05,00:00:00:00:00:00:ff:ff,255,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:5,ff02::1a,,,,,,155.0,1.0,437.0,241.0,30.0,16.0,13.0,0.0,,fd00:0:0:0:c30c:0:0:1
2211,292354,27,0,1,0,c1:0c:00:00:00:00:00:02,00:00:00:00:00:00:ff:ff,94,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:2,ff02::1a,,,,,,155.0,0.0,,,,,,0.0,,
2212,292493,97,0,1,0,c1:0c:00:00:00:00:00:01,00:00:00:00:00:00:ff:ff,210,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:1,ff02::1a,,,,,,155.0,1.0,128.0,241.0,30.0,16.0,29.0,0.0,,fd00:0:0:0:c30c:0:0:1
2213,292519,97,0,1,0,c1:0c:00:00:00:00:00:08,00:00:00:00:00:00:ff:ff,34,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:8,ff02::1a,,,,,,155.0,1.0,1554.0,241.0,30.0,16.0,13.0,0.0,,fd00:0:0:0:c30c:0:0:1
2214,292591,52,1,0,0,c1:0c:00:00:00:00:00:04,c1:0c:00:00:00:00:00:01,161,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,19.0,11.0,69643d34207365713d3933,,,,,,,,,,
2215,292593,5,0,0,1,,,161,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2216,292814,52,1,0,0,c1:0c:00:00:00:00:00:07,c1:0c:00:00:00:00:00:01,142,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,19.0,11.0,69643d37207365713d3537,,,,,,,,,,
2217,292816,5,0,0,1,,,142,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2218,293308,97,0,1,0,c1:0c:00:00:00:00:00:03,00:00:00:00:00:00:ff:ff,12,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:3,ff02::1a,,,,,,155.0,1.0,265.0,241.0,30.0,16.0,24.0,0.0,,fd00:0:0:0:c30c:0:0:1
2219,293557,25,0,0,0,c1:0c:00:00:00:00:00:06,00:00:00:00:00:00:ff:ff,149,43981.0,55377,1,0,1,0,1,2,3,1,,,,,,,,,,,,,,,,,
2220,293726,97,0,1,0,c1:0c:00:00:00:00:00:04,00:00:00:00:00:00:ff:ff,162,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:4,ff02::1a,,,,,,155.0,1.0,256.0,241.0,30.0,16.0,20.0,0.0,,fd00:0:0:0:c30c:0:0:1
2221,293808,76,0,1,0,c1:0c:00:00:00:00:00:08,c1:0c:00:00:00:00:00:06,35,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:8,fe80::c30c:0:0:6,,,,,,155.0,2.0,,,30.0,,,64.0,35.0,fd00:0:0:0:c30c:0:0:1
2222,293810,5,0,0,1,,,35,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2223,293830,76,0,1,0,c1:0c:00:00:00:00:00:06,c1:0c:00:00:00:00:00:01,150,43981.0,56433,1,0,1,1,1,3,3,1,fe80::c30c:0:0:6,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,67.0,fd00:0:0:0:c30c:0:0:1
2224,293833,5,0,0,1,,,150,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2225,293862,76,0,1,0,c1:0c:00:00:00:00:00:06,c1:0c:00:00:00:00:00:01,150,43981.0,56433,1,0,1,1,1,3,3,1,fe80::c30c:0:0:6,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,67.0,fd00:0:0:0:c30c:0:0:1
2226,293864,5,0,0,1,,,150,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2227,294200,52,1,0,0,c1:0c:00:00:00:00:00:04,c1:0c:00:00:00:00:00:01,163,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,19.0,11.0,69643d34207365713d3934,,,,,,,,,,
2228,294202,5,0,0,1,,,163,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2229,294643,76,0,1,0,c1:0c:00:00:00:00:00:06,c1:0c:00:00:00:00:00:01,151,43981.0,56433,1,0,1,1,1,3,3,1,fe80::c30c:0:0:6,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,68.0,fd00:0:0:0:c30c:0:0:1
2230,294646,5,0,0,1,,,151,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2231,295479,60,1,0,0,c1:0c:00:00:00:00:00:08,c1:0c:00:00:00:00:00:06,36,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,::c30c:0:0:1,6001.0,9001.0,19.0,11.0,69643d38207365713d3139,,,,,,,,,,
2232,295482,5,0,0,1,,,36,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2233,295518,61,1,0,0,c1:0c:00:00:00:00:00:06,c1:0c:00:00:00:00:00:01,152,43981.0,56433,1,0,1,1,1,3,3,1,::c30c:0:0:8,fe80::c30c:0:0:1,6001.0,9001.0,19.0,11.0,69643d38207365713d3139,,,,,,,,,,
2234,295520,5,0,0,1,,,152,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2235,295568,52,1,0,0,c1:0c:00:00:00:00:00:04,c1:0c:00:00:00:00:00:01,164,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,19.0,11.0,69643d34207365713d3935,,,,,,,,,,
2236,295570,5,0,0,1,,,164,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2237,295672,79,1,0,0,c1:0c:00:00:00:00:00:05,c1:0c:00:00:00:00:00:07,0,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,::c30c:0:0:1,6001.0,9001.0,38.0,30.0,4553544f20455320554e20415441515545204553544f20455320554e2000,,,,,,,,,,
2238,295675,5,0,0,1,,,0,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2239,295713,80,1,0,0,c1:0c:00:00:00:00:00:07,c1:0c:00:00:00:00:00:01,143,43981.0,56417,1,0,0,1,1,3,3,1,::c30c:0:0:5,fe80::c30c:0:0:1,6001.0,9001.0,38.0,30.0,4553544f20455320554e20415441515545204553544f20455320554e2000,,,,,,,,,,
2240,295716,5,0,0,1,,,143,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2241,295864,27,0,1,0,c1:0c:00:00:00:00:00:03,00:00:00:00:00:00:ff:ff,13,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:3,ff02::1a,,,,,,155.0,0.0,,,,,,0.0,,
2242,295908,52,1,0,0,c1:0c:00:00:00:00:00:03,c1:0c:00:00:00:00:00:01,14,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,19.0,11.0,69643d33207365713d3433,,,,,,,,,,
2243,295910,5,0,0,1,,,14,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2244,296150,76,0,1,0,c1:0c:00:00:00:00:00:03,c1:0c:00:00:00:00:00:01,15,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:3,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,19.0,fd00:0:0:0:c30c:0:0:1
2245,296153,5,0,0,1,,,15,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2246,296724,27,0,1,0,c1:0c:00:00:00:00:00:04,00:00:00:00:00:00:ff:ff,165,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:4,ff02::1a,,,,,,155.0,0.0,,,,,,0.0,,
2247,297021,76,0,1,0,c1:0c:00:00:00:00:00:04,c1:0c:00:00:00:00:00:01,166,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:4,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,15.0,fd00:0:0:0:c30c:0:0:1
2248,297024,5,0,0,1,,,166,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2249,297165,97,0,1,0,c1:0c:00:00:00:00:00:01,00:00:00:00:00:00:ff:ff,211,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:1,ff02::1a,,,,,,155.0,1.0,128.0,242.0,30.0,16.0,31.0,0.0,,fd00:0:0:0:c30c:0:0:1
2250,297189,76,0,1,0,c1:0c:00:00:00:00:00:07,c1:0c:00:00:00:00:00:01,144,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:7,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,44.0,fd00:0:0:0:c30c:0:0:1
2251,297192,5,0,0,1,,,144,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2252,297205,76,0,1,0,c1:0c:00:00:00:00:00:03,c1:0c:00:00:00:00:00:01,16,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:3,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,20.0,fd00:0:0:0:c30c:0:0:1
2253,297207,5,0,0,1,,,16,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2254,297286,76,0,1,0,c1:0c:00:00:00:00:00:04,c1:0c:00:00:00:00:00:01,167,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:4,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,16.0,fd00:0:0:0:c30c:0:0:1
2255,297289,5,0,0,1,,,167,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2256,297291,76,0,1,0,c1:0c:00:00:00:00:00:06,c1:0c:00:00:00:00:00:01,153,43981.0,56433,1,0,1,1,1,3,3,1,fe80::c30c:0:0:6,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,69.0,fd00:0:0:0:c30c:0:0:1
2257,297294,5,0,0,1,,,153,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2258,297301,76,0,1,0,c1:0c:00:00:00:00:00:05,c1:0c:00:00:00:00:00:07,1,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:5,fe80::c30c:0:0:7,,,,,,155.0,2.0,,,30.0,,,64.0,12.0,fd00:0:0:0:c30c:0:0:1
2259,297304,5,0,0,1,,,1,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2260,297330,76,0,1,0,c1:0c:00:00:00:00:00:07,c1:0c:00:00:00:00:00:01,145,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:7,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,45.0,fd00:0:0:0:c30c:0:0:1
2261,297333,5,0,0,1,,,145,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2262,297525,76,0,1,0,c1:0c:00:00:00:00:00:07,c1:0c:00:00:00:00:00:01,146,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:7,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,46.0,fd00:0:0:0:c30c:0:0:1
2263,297528,5,0,0,1,,,146,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2264,297533,25,0,0,0,c1:0c:00:00:00:00:00:06,00:00:00:00:00:00:ff:ff,154,43981.0,55377,1,0,1,0,1,2,3,1,,,,,,,,,,,,,,,,,
2265,297721,52,1,0,0,c1:0c:00:00:00:00:00:07,c1:0c:00:00:00:00:00:01,147,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,19.0,11.0,69643d37207365713d3538,,,,,,,,,,
2266,297723,5,0,0,1,,,147,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2267,298121,97,0,1,0,c1:0c:00:00:00:00:00:06,00:00:00:00:00:00:ff:ff,155,43981.0,55377,1,0,1,0,1,2,3,1,fe80::c30c:0:0:6,ff02::1a,,,,,,155.0,1.0,264.0,242.0,30.0,16.0,22.0,0.0,,fd00:0:0:0:c30c:0:0:1
2268,298175,76,0,1,0,c1:0c:00:00:00:00:00:08,c1:0c:00:00:00:00:00:06,37,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:8,fe80::c30c:0:0:6,,,,,,155.0,2.0,,,30.0,,,64.0,36.0,fd00:0:0:0:c30c:0:0:1
2269,298178,5,0,0,1,,,37,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2270,298205,76,0,1,0,c1:0c:00:00:00:00:00:06,c1:0c:00:00:00:00:00:01,156,43981.0,56433,1,0,1,1,1,3,3,1,fe80::c30c:0:0:6,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,70.0,fd00:0:0:0:c30c:0:0:1
2271,298208,5,0,0,1,,,156,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2272,298411,97,0,1,0,c1:0c:00:00:00:00:00:04,00:00:00:00:00:00:ff:ff,168,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:4,ff02::1a,,,,,,155.0,1.0,256.0,242.0,30.0,16.0,22.0,0.0,,fd00:0:0:0:c30c:0:0:1
2273,299020,102,0,1,0,c1:0c:00:00:00:00:00:05,c1:0c:00:00:00:00:00:01,2,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:5,fe80::c30c:0:0:1,,,,,,155.0,1.0,512.0,242.0,30.0,16.0,15.0,0.0,,fd00:0:0:0:c30c:0:0:1
2274,299024,5,0,0,1,,,2,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2275,299385,97,0,1,0,c1:0c:00:00:00:00:00:07,00:00:00:00:00:00:ff:ff,148,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:7,ff02::1a,,,,,,155.0,1.0,256.0,242.0,30.0,16.0,28.0,0.0,,fd00:0:0:0:c30c:0:0:1
2276,299442,76,0,1,0,c1:0c:00:00:00:00:00:05,c1:0c:00:00:00:00:00:01,3,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:5,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,13.0,fd00:0:0:0:c30c:0:0:1
2277,299445,5,0,0,1,,,3,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2278,299841,97,0,1,0,c1:0c:00:00:00:00:00:05,00:00:00:00:00:00:ff:ff,4,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:5,ff02::1a,,,,,,155.0,1.0,426.0,242.0,30.0,16.0,16.0,0.0,,fd00:0:0:0:c30c:0:0:1
2279,299986,76,0,1,0,c1:0c:00:00:00:00:00:03,c1:0c:00:00:00:00:00:01,17,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:3,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,21.0,fd00:0:0:0:c30c:0:0:1
2280,299989,5,0,0,1,,,17,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2281,299994,76,0,1,0,c1:0c:00:00:00:00:00:03,c1:0c:00:00:00:00:00:01,17,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:3,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,21.0,fd00:0:0:0:c30c:0:0:1
2282,299996,5,0,0,1,,,17,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2283,300127,97,0,1,0,c1:0c:00:00:00:00:00:03,00:00:00:00:00:00:ff:ff,18,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:3,ff02::1a,,,,,,155.0,1.0,274.0,242.0,30.0,16.0,26.0,0.0,,fd00:0:0:0:c30c:0:0:1
2284,300220,27,0,1,0,c1:0c:00:00:00:00:00:07,00:00:00:00:00:00:ff:ff,149,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:7,ff02::1a,,,,,,155.0,0.0,,,,,,0.0,,
2285,300769,97,0,1,0,c1:0c:00:00:00:00:00:08,00:00:00:00:00:00:ff:ff,38,43981.0,55361,1,0,0,0,1,2,3,1,fe80::c30c:0:0:8,ff02::1a,,,,,,155.0,1.0,1641.0,242.0,30.0,16.0,15.0,0.0,,fd00:0:0:0:c30c:0:0:1
2286,300837,102,0,1,0,c1:0c:00:00:00:00:00:05,c1:0c:00:00:00:00:00:01,5,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:5,fe80::c30c:0:0:1,,,,,,155.0,1.0,426.0,242.0,30.0,16.0,16.0,0.0,,fd00:0:0:0:c30c:0:0:1
2287,300841,5,0,0,1,,,5,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2288,301470,52,1,0,0,c1:0c:00:00:00:00:00:03,c1:0c:00:00:00:00:00:01,19,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,19.0,11.0,69643d33207365713d3434,,,,,,,,,,
2289,301472,5,0,0,1,,,19,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2290,301511,25,0,0,0,c1:0c:00:00:00:00:00:06,00:00:00:00:00:00:ff:ff,157,43981.0,55377,1,0,1,0,1,2,3,1,,,,,,,,,,,,,,,,,
2291,301638,76,0,1,0,c1:0c:00:00:00:00:00:04,c1:0c:00:00:00:00:00:01,169,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:4,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,17.0,fd00:0:0:0:c30c:0:0:1
2292,301641,5,0,0,1,,,169,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2293,301887,76,0,1,0,c1:0c:00:00:00:00:00:05,c1:0c:00:00:00:00:00:07,6,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:5,fe80::c30c:0:0:7,,,,,,155.0,2.0,,,30.0,,,64.0,14.0,fd00:0:0:0:c30c:0:0:1
2294,301890,5,0,0,1,,,6,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2295,301908,76,0,1,0,c1:0c:00:00:00:00:00:07,c1:0c:00:00:00:00:00:01,150,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:7,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,47.0,fd00:0:0:0:c30c:0:0:1
2296,301911,5,0,0,1,,,150,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2297,302088,52,1,0,0,c1:0c:00:00:00:00:00:07,c1:0c:00:00:00:00:00:01,151,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,19.0,11.0,69643d37207365713d3539,,,,,,,,,,
2298,302090,5,0,0,1,,,151,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2299,302347,76,0,1,0,c1:0c:00:00:00:00:00:08,c1:0c:00:00:00:00:00:06,39,43981.0,56417,1,0,0,1,1,3,3,1,fe80::c30c:0:0:8,fe80::c30c:0:0:6,,,,,,155.0,2.0,,,30.0,,,64.0,37.0,fd00:0:0:0:c30c:0:0:1
2300,302350,5,0,0,1,,,39,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2301,302357,52,1,0,0,c1:0c:00:00:00:00:00:04,c1:0c:00:00:00:00:00:01,170,43981.0,56417,1,0,0,1,1,3,3,1,fe80::,fe80::c30c:0:0:1,6001.0,9001.0,19.0,11.0,69643d34207365713d3936,,,,,,,,,,
2302,302359,5,0,0,1,,,170,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2303,302377,76,0,1,0,c1:0c:00:00:00:00:00:06,c1:0c:00:00:00:00:00:01,158,43981.0,56433,1,0,1,1,1,3,3,1,fe80::c30c:0:0:6,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,71.0,fd00:0:0:0:c30c:0:0:1
2304,302380,5,0,0,1,,,158,,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2305,302987,76,0,1,0,c1:0c:00:00:00:00:00:06,c1:0c:00:00:00:00:00:01,159,43981.0,56433,1,0,1,1,1,3,3,1,fe80::c30c:0:0:6,fe80::c30c:0:0:1,,,,,,155.0,2.0,,,30.0,,,64.0,72.0,fd00:0:0:0:c30c:0:0:1
